,code,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
0,SH.600011,2006-01-04 00:00:00,2.6300199046325687,2.7500197901916508,2.8500201716613773,2.6300199046325687,15.71500015258789,2.329999953508377,11650830,69667604.0,-4.84426878896884,2.8900201335144047
1,SH.600011,2006-01-05 00:00:00,2.7500197901916508,2.8900201335144047,2.9400198474121098,2.670019866485596,16.083999633789062,2.476999908685684,12383949,74486530.0,5.090884939158826,2.7500197901916508
2,SH.600011,2006-01-06 00:00:00,2.8900201335144047,3.06002020980835,3.0900199427795414,2.8200199618530277,16.5310001373291,2.208000048995018,11037918,68667268.0,5.882314601290233,2.8900201335144047
3,SH.600011,2006-01-09 00:00:00,3.06002020980835,2.9600198283386234,3.06002020980835,2.920019866485596,16.26799964904785,1.0089999996125698,5045165,31170395.0,-3.267964739226007,3.06002020980835
4,SH.600011,2006-01-10 00:00:00,2.980019809265137,2.8400199427795414,3.0000197901916508,2.7600200190734867,15.95199966430664,1.6370000317692757,8184905,49535470.0,-4.054023030867149,2.9600198283386234
5,SH.600011,2006-01-11 00:00:00,2.8300201907348637,2.870020152587891,2.9100201144409183,2.7500197901916508,16.0310001373291,2.0490000024437904,10247353,62118785.0,1.0563379980701213,2.8400199427795414
6,SH.600011,2006-01-12 00:00:00,2.8500201716613773,2.9000198855590824,2.9400198474121098,2.8200199618530277,16.110000610351562,0.9060000069439411,4528321,27578045.0,1.0452795233559844,2.870020152587891
7,SH.600011,2006-01-13 00:00:00,2.9000198855590824,2.8200199618530277,2.9400198474121098,2.7800200000000004,15.899999618530273,0.9700000286102295,4848188,29326720.0,-2.7585991428687,2.9000198855590824
8,SH.600011,2006-01-16 00:00:00,2.8200199618530277,2.7800200000000004,2.8400199427795414,2.740020038146973,15.793999671936035,0.5710000172257423,2856300,17164063.0,-1.4184283229946881,2.8200199618530277
9,SH.600011,2006-01-17 00:00:00,2.7600200190734867,2.8400199427795414,2.8500201716613773,2.7100198283386234,15.95199966430664,0.7660000119358301,3829376,22943376.0,2.1582557959849575,2.7800200000000004
10,SH.600011,2006-01-19 00:00:00,2.9100201144409183,2.81002020980835,2.930020095367432,2.7800200000000004,15.873000144958496,0.7969999685883522,3982767,24105306.0,-1.05632120814724,2.8400199427795414
11,SH.600011,2006-01-20 00:00:00,2.8200199618530277,3.0800201907348637,3.2000200762939457,2.800019980926514,16.583999633789062,3.8830000907182693,19415118,122322712.0,9.608471141384719,2.81002020980835
12,SH.600011,2006-01-23 00:00:00,3.0700199618530277,2.9700200572204594,3.0700199618530277,2.9500200762939457,16.29400062561035,1.1859999969601631,5928394,36759386.0,-3.5714094941747545,3.0800201907348637
13,SH.600011,2006-01-24 00:00:00,2.9700200572204594,2.7700197711181644,2.980019809265137,2.7500197901916508,15.767999649047852,2.0800000056624413,10398929,62884171.0,-6.733970890737632,2.9700200572204594
14,SH.600011,2006-01-25 00:00:00,2.800019980926514,2.7500197901916508,2.860019923706055,2.7000200762939457,15.71500015258789,1.7410000786185265,8707492,52012159.0,-0.7220158186250183,2.7700197711181644
15,SH.600011,2006-02-06 00:00:00,2.7700197711181644,2.81002020980835,2.860019923706055,2.6500198855590824,15.873000144958496,1.3299999758601189,6648728,39451202.0,2.1818177393013505,2.7500197901916508
16,SH.600011,2006-02-07 00:00:00,2.8300201907348637,2.8200199618530277,2.8400199427795414,2.6600201144409183,15.899999618530273,2.078000083565712,10391433,61969345.0,0.3558605027029233,2.81002020980835
17,SH.600011,2006-02-08 00:00:00,2.8200199618530277,2.9400198474121098,2.9400198474121098,2.7600200190734867,16.21500015258789,2.5350000709295273,12673758,77042474.0,4.255284968984064,2.8200199618530277
18,SH.600011,2006-02-09 00:00:00,2.9700200572204594,2.800019980926514,2.980019809265137,2.7800200000000004,15.847000122070312,1.269999984651804,6352306,38570857.0,-4.76186807408214,2.9400198474121098
19,SH.600011,2006-02-10 00:00:00,2.7800200000000004,2.8400199427795414,2.9100201144409183,2.740020038146973,15.95199966430664,0.8209999650716782,4107376,24842407.0,1.4285598719117545,2.800019980926514
20,SH.600011,2006-02-13 00:00:00,2.8400199427795414,2.7700197711181644,2.8500201716613773,2.730019809265137,15.767999649047852,0.47599999234080315,2379150,14268010.0,-2.464777468881695,2.8400199427795414
21,SH.600011,2006-02-14 00:00:00,2.7800200000000004,2.81002020980835,2.8300201907348637,2.7600200190734867,15.873000144958496,0.662000011652708,3312089,19870442.0,1.4440488514650098,2.7700197711181644
22,SH.600011,2006-02-15 00:00:00,2.81002020980835,2.670019866485596,2.8300201907348637,2.620020152587891,15.505000114440918,2.3360000923275948,11681863,69001831.0,-4.982182791215664,2.81002020980835
23,SH.600011,2006-02-16 00:00:00,2.6600201144409183,2.6300199046325687,2.670019866485596,2.5300200000000004,15.39900016784668,1.7759999260306358,8882274,51522367.0,-1.4981147651787756,2.670019866485596
24,SH.600011,2006-02-17 00:00:00,2.620020152587891,2.5400202288818363,2.620020152587891,2.4400198474121098,15.161999702453613,1.7030000686645508,8512707,48670622.0,-3.422015004228874,2.6300199046325687
25,SH.600011,2006-02-20 00:00:00,2.5100200190734867,2.3800199046325687,2.5100200190734867,2.370020152587891,14.741000175476074,1.2729999609291553,6367230,35920763.0,-6.299175196714975,2.5400202288818363
26,SH.600011,2006-02-21 00:00:00,2.3800199046325687,2.5300200000000004,2.5400202288818363,2.360019923706055,15.13599967956543,0.6750000175088644,3377083,19166997.0,6.30247230602842,2.3800199046325687
27,SH.600011,2006-02-22 00:00:00,2.5400202288818363,2.480019809265137,2.56002020980835,2.4400198474121098,15.003999710083008,1.3129999861121178,6566767,37532360.0,-1.9762765011684995,2.5300200000000004
